S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
,,790.950,0.15,,
,,787.960,-0.38,,
,,788.130,0.02,,
,,783.810,-0.55,,
,,787.010,0.41,,
,,791.760,0.60,,
,,789.380,-0.30,,
,,791.980,0.33,,
,,796.380,0.56,,
,,794.430,-0.24,,
,,792.660,-0.22,,
,,790.310,-0.30,,
,,794.990,0.59,,
,,794.150,-0.11,,
,,795.070,0.12,,
,,788.650,-0.81,,
,,784.660,-0.51,,
,,785.030,0.05,,
,,777.740,-0.93,,
,,776.260,-0.19,,
,,775.330,-0.12,,
,,779.890,0.59,,
,,779.130,-0.10,,
,,775.210,-0.50,,
,,776.130,0.12,,
,,771.780,-0.56,,
,,768.440,-0.43,,
,,768.620,0.02,,
,,771.560,0.38,,
,,777.410,0.76,,
,,779.740,0.30,,
,,777.730,-0.26,,
,,779.590,0.24,,
,,774.350,-0.67,,
,,772.510,-0.24,,
,,769.740,-0.36,,
,,772.680,0.38,,
,,772.810,0.02,,
,,775.710,0.38,,
,,785.070,1.21,,
,,781.900,-0.40,,
,,782.190,0.04,,
,,782.250,0.01,,
,,780.010,-0.29,,
,,781.100,0.14,,
,,778.910,-0.28,,
,,783.390,0.58,,
,,791.130,0.99,,
,,790.550,-0.07,,
,,793.850,0.42,,
,,783.720,-1.28,,
,,783.780,0.01,,
,,779.890,-0.50,,
,,775.140,-0.61,,
,,773.690,-0.19,,
,,775.530,0.24,,
,,777.430,0.24,,
,,783.320,0.76,,
,,776.220,-0.91,,
,,770.930,-0.68,,
,,773.780,0.37,,
,,773.840,0.01,,
,,782.870,1.17,,
,,779.270,-0.46,,
,,786.360,0.91,,
,,785.550,-0.10,,
,,784.180,-0.17,,
,,794.970,1.38,,
,,789.700,-0.66,,
,,787.510,-0.28,,
,,781.370,-0.78,,
,,781.320,-0.01,,
,,779.980,-0.17,,
,,786.670,0.86,,
,,784.050,-0.33,,
,,780.650,-0.43,,
,,782.180,0.20,,
,,785.060,0.37,,
,,781.720,-0.43,,
,,778.070,-0.47,,
,,781.820,0.48,,
,,778.770,-0.39,,
,,#N/A,#N/A,,
,,780.710,#N/A,,
,,781.140,0.06,,
,,777.860,-0.42,,
,,779.890,0.26,,
,,782.850,0.38,,
,,770.910,-1.53,,
,,768.230,-0.35,,
,,767.560,-0.09,,
,,765.450,-0.27,,
,,762.500,-0.39,,
,,761.200,-0.17,,
,,764.500,0.43,,
,,764.910,0.05,,
,,766.130,0.16,,
,,759.410,-0.88,,
,,759.590,0.02,,
,,750.770,-1.16,,
,,754.400,0.48,,
,,753.790,-0.08,,
,,757.340,0.47,,
,,754.290,-0.40,,
,,751.090,-0.42,,
,,748.450,-0.35,,
,,750.940,0.33,,
,,748.310,-0.35,,
,,748.530,0.03,,
,,748.310,-0.03,,
,,752.040,0.50,,
,,745.590,-0.86,,
,,737.490,-1.09,,
,,738.200,0.10,,
,,737.090,-0.15,,
,,739.040,0.26,,
,,731.700,-0.99,,
,,735.290,0.49,,
,,730.270,-0.68,,
,,726.390,-0.53,,
,,724.110,-0.31,,
,,726.460,0.32,,
,,729.420,0.41,,
,,729.600,0.02,,
,,727.180,-0.33,,
,,725.150,-0.28,,
,,721.600,-0.49,,
,,722.470,0.12,,
,,734.120,1.61,,
,,740.740,0.90,,
,,729.630,-1.50,,
,,731.390,0.24,,
,,735.600,0.58,,
,,731.230,-0.59,,
,,721.290,-1.36,,
,,719.550,-0.24,,
,,712.210,-1.02,,
,,713.800,0.22,,
,,703.810,-1.40,,
,,702.600,-0.17,,
,,708.500,0.84,,
,,712.750,0.60,,
,,718.490,0.81,,
,,711.130,-1.02,,
,,707.220,-0.55,,
,,710.740,0.50,,
,,709.010,-0.24,,
,,703.000,-0.85,,
,,704.520,0.22,,
,,709.780,0.75,,
,,713.750,0.56,,
,,716.370,0.37,,
